prime,resonance,mod12,gap,nearest_target,distance
400607,0.000000,11,12,78125,322482.0
400619,0.000000,11,24,78125,322494.0
400643,0.000000,11,8,78125,322518.0
400651,0.000000,7,6,78125,322526.0
400657,0.000000,1,22,78125,322532.0
400679,0.000000,11,2,78125,322554.0
400681,0.000000,1,22,78125,322556.0
400703,0.000000,11,8,78125,322578.0
400711,0.000000,7,10,78125,322586.0
400721,0.000000,5,2,78125,322596.0
400723,0.000000,7,16,78125,322598.0
400739,0.000000,11,14,78125,322614.0
400753,0.000000,1,6,78125,322628.0
400759,0.000000,7,64,78125,322634.0
400823,0.000000,11,14,78125,322698.0
400837,0.000000,1,12,78125,322712.0
400849,0.000000,1,4,78125,322724.0
400853,0.000000,5,6,78125,322728.0
400859,0.000000,11,12,78125,322734.0
400871,0.000000,11,32,78125,322746.0
400903,0.000000,7,24,78125,322778.0
400927,0.000000,7,4,78125,322802.0
400931,0.000000,11,12,78125,322806.0
400943,0.000000,11,6,78125,322818.0
400949,0.000000,5,14,78125,322824.0
400963,0.000000,7,34,78125,322838.0
400997,0.000000,5,20,78125,322872.0
401017,0.000000,1,12,78125,322892.0
401029,0.000000,1,10,78125,322904.0
401039,0.000000,11,14,78125,322914.0
401053,0.000000,1,4,78125,322928.0
401057,0.000000,5,12,78125,322932.0
401069,0.000000,5,8,78125,322944.0
401077,0.000000,1,10,78125,322952.0
401087,0.000000,11,14,78125,322962.0
401101,0.000000,1,12,78125,322976.0
401113,0.000000,1,6,78125,322988.0
401119,0.000000,7,42,78125,322994.0
401161,0.000000,1,12,78125,323036.0
401173,0.000000,1,6,78125,323048.0
401179,0.000000,7,22,78125,323054.0
401201,0.000000,5,8,78125,323076.0
401209,0.000000,1,22,78125,323084.0
401231,0.000000,11,6,78125,323106.0
401237,0.000000,5,6,78125,323112.0
401243,0.000000,11,36,78125,323118.0
401279,0.000000,11,8,78125,323154.0
401287,0.000000,7,22,78125,323162.0
401309,0.000000,5,2,78125,323184.0
401311,0.000000,7,10,78125,323186.0
401321,0.000000,5,8,78125,323196.0
401329,0.000000,1,12,78125,323204.0
401341,0.000000,1,6,78125,323216.0
401347,0.000000,7,24,78125,323222.0
401371,0.000000,7,10,78125,323246.0
401381,0.000000,5,12,78125,323256.0
401393,0.000000,5,14,78125,323268.0
401407,0.000000,7,4,78125,323282.0
401411,0.000000,11,6,78125,323286.0
401417,0.000000,5,56,78125,323292.0
401473,0.000000,1,4,78125,323348.0
401477,0.000000,5,30,78125,323352.0
401507,0.000000,11,12,78125,323382.0
401519,0.000000,11,18,78125,323394.0
401537,0.000000,5,2,78125,323412.0
401539,0.000000,7,12,78125,323414.0
401551,0.000000,7,16,78125,323426.0
401567,0.000000,11,20,78125,323442.0
401587,0.000000,7,6,78125,323462.0
401593,0.000000,1,34,78125,323468.0
401627,0.000000,11,2,78125,323502.0
401629,0.000000,1,22,78125,323504.0
401651,0.000000,11,18,78125,323526.0
401669,0.000000,5,2,78125,323544.0
401671,0.000000,7,18,78125,323546.0
401689,0.000000,1,18,78125,323564.0
401707,0.000000,7,4,78125,323582.0
401711,0.000000,11,32,78125,323586.0
401743,0.000000,7,28,78125,323618.0
401771,0.000000,11,2,78125,323646.0
401773,0.000000,1,36,78125,323648.0
401809,0.000000,1,4,78125,323684.0
401813,0.000000,5,14,78125,323688.0
401827,0.000000,7,12,78125,323702.0
401839,0.000000,7,22,78125,323714.0
401861,0.000000,5,6,78125,323736.0
401867,0.000000,11,20,78125,323742.0
401887,0.000000,7,16,78125,323762.0
401903,0.000000,11,6,78125,323778.0
401909,0.000000,5,8,78125,323784.0
401917,0.000000,1,22,78125,323792.0
401939,0.000000,11,14,78125,323814.0
401953,0.000000,1,4,78125,323828.0
401957,0.000000,5,2,78125,323832.0
401959,0.000000,7,22,78125,323834.0
401981,0.000000,5,6,78125,323856.0
401987,0.000000,11,6,78125,323862.0
401993,0.000000,5,30,78125,323868.0
402023,0.000000,11,6,78125,323898.0
402029,0.000000,5,8,78125,323904.0
402037,0.000000,1,6,78125,323912.0
402043,0.000000,7,6,78125,323918.0
402049,0.000000,1,4,78125,323924.0
402053,0.000000,5,18,78125,323928.0
402071,0.000000,11,18,78125,323946.0
402089,0.000000,5,2,78125,323964.0
402091,0.000000,7,16,78125,323966.0
402107,0.000000,11,24,78125,323982.0
402131,0.000000,11,2,78125,324006.0
402133,0.000000,1,4,78125,324008.0
402137,0.000000,5,2,78125,324012.0
402139,0.000000,7,58,78125,324014.0
402197,0.000000,5,24,78125,324072.0
402221,0.000000,5,2,78125,324096.0
402223,0.000000,7,16,78125,324098.0
402239,0.000000,11,14,78125,324114.0
402253,0.000000,1,10,78125,324128.0
402263,0.000000,11,14,78125,324138.0
402277,0.000000,1,22,78125,324152.0
402299,0.000000,11,8,78125,324174.0
402307,0.000000,7,6,78125,324182.0
402313,0.000000,1,16,78125,324188.0
402329,0.000000,5,2,78125,324204.0
402331,0.000000,7,10,78125,324206.0
402341,0.000000,5,2,78125,324216.0
402343,0.000000,7,16,78125,324218.0
402359,0.000000,11,2,78125,324234.0
402361,0.000000,1,10,78125,324236.0
402371,0.000000,11,8,78125,324246.0
402379,0.000000,7,4,78125,324254.0
402383,0.000000,11,20,78125,324258.0
402403,0.000000,7,16,78125,324278.0
402419,0.000000,11,24,78125,324294.0
402443,0.000000,11,44,78125,324318.0
402487,0.000000,7,16,78125,324362.0
402503,0.000000,11,8,78125,324378.0
402511,0.000000,7,6,78125,324386.0
402517,0.000000,1,10,78125,324392.0
402527,0.000000,11,2,78125,324402.0
402529,0.000000,1,12,78125,324404.0
402541,0.000000,1,10,78125,324416.0
402551,0.000000,11,8,78125,324426.0
402559,0.000000,7,22,78125,324434.0
402581,0.000000,5,2,78125,324456.0
402583,0.000000,7,4,78125,324458.0
402587,0.000000,11,6,78125,324462.0
402593,0.000000,5,8,78125,324468.0
402601,0.000000,1,12,78125,324476.0
402613,0.000000,1,18,78125,324488.0
402631,0.000000,7,60,78125,324506.0
402691,0.000000,7,6,78125,324566.0
402697,0.000000,1,42,78125,324572.0
402739,0.000000,7,12,78125,324614.0
402751,0.000000,7,6,78125,324626.0
402757,0.000000,1,4,78125,324632.0
402761,0.000000,5,2,78125,324636.0
402763,0.000000,7,4,78125,324638.0
402767,0.000000,11,2,78125,324642.0
402769,0.000000,1,28,78125,324644.0
402797,0.000000,5,6,78125,324672.0
402803,0.000000,11,14,78125,324678.0
402817,0.000000,1,6,78125,324692.0
402823,0.000000,7,24,78125,324698.0
402847,0.000000,7,4,78125,324722.0
402851,0.000000,11,8,78125,324726.0
402859,0.000000,7,4,78125,324734.0
402863,0.000000,11,6,78125,324738.0
402869,0.000000,5,12,78125,324744.0
402881,0.000000,5,42,78125,324756.0
402923,0.000000,11,20,78125,324798.0
402943,0.000000,7,4,78125,324818.0
402947,0.000000,11,2,78125,324822.0
402949,0.000000,1,42,78125,324824.0
402991,0.000000,7,10,78125,324866.0
403001,0.000000,5,2,78125,324876.0
403003,0.000000,7,34,78125,324878.0
403037,0.000000,5,6,78125,324912.0
403043,0.000000,11,6,78125,324918.0
403049,0.000000,5,8,78125,324924.0
403057,0.000000,1,4,78125,324932.0
403061,0.000000,5,2,78125,324936.0
403063,0.000000,7,16,78125,324938.0
403079,0.000000,11,18,78125,324954.0
403097,0.000000,5,6,78125,324972.0
403103,0.000000,11,30,78125,324978.0
403133,0.000000,5,8,78125,325008.0
403141,0.000000,1,18,78125,325016.0
403159,0.000000,7,4,78125,325034.0
403163,0.000000,11,18,78125,325038.0
403181,0.000000,5,38,78125,325056.0
403219,0.000000,7,22,78125,325094.0
403241,0.000000,5,2,78125,325116.0
403243,0.000000,7,10,78125,325118.0
403253,0.000000,5,8,78125,325128.0
403261,0.000000,1,6,78125,325136.0
403267,0.000000,7,22,78125,325142.0
403289,0.000000,5,12,78125,325164.0
403301,0.000000,5,8,78125,325176.0
403309,0.000000,1,18,78125,325184.0
403327,0.000000,7,4,78125,325202.0
403331,0.000000,11,8,78125,325206.0
403339,0.000000,7,24,78125,325214.0
403363,0.000000,7,6,78125,325238.0
403369,0.000000,1,18,78125,325244.0
403387,0.000000,7,4,78125,325262.0
403391,0.000000,11,42,78125,325266.0
403433,0.000000,5,6,78125,325308.0
403439,0.000000,11,44,78125,325314.0
403483,0.000000,7,16,78125,325358.0
403499,0.000000,11,12,78125,325374.0
403511,0.000000,11,26,78125,325386.0
403537,0.000000,1,10,78125,325412.0
403547,0.000000,11,2,78125,325422.0
403549,0.000000,1,4,78125,325424.0
403553,0.000000,5,14,78125,325428.0
403567,0.000000,7,10,78125,325442.0
403577,0.000000,5,14,78125,325452.0
403591,0.000000,7,12,78125,325466.0
403603,0.000000,7,4,78125,325478.0
403607,0.000000,11,14,78125,325482.0
403621,0.000000,1,28,78125,325496.0
403649,0.000000,5,12,78125,325524.0
403661,0.000000,5,18,78125,325536.0
403679,0.000000,11,2,78125,325554.0
403681,0.000000,1,6,78125,325556.0
403687,0.000000,7,16,78125,325562.0
403703,0.000000,11,14,78125,325578.0
403717,0.000000,1,4,78125,325592.0
403721,0.000000,5,8,78125,325596.0
403729,0.000000,1,28,78125,325604.0
403757,0.000000,5,26,78125,325632.0
403783,0.000000,7,4,78125,325658.0
403787,0.000000,11,30,78125,325662.0
403817,0.000000,5,12,78125,325692.0
403829,0.000000,5,2,78125,325704.0
403831,0.000000,7,18,78125,325706.0
403849,0.000000,1,12,78125,325724.0
403861,0.000000,1,6,78125,325736.0
403867,0.000000,7,10,78125,325742.0
403877,0.000000,5,12,78125,325752.0
403889,0.000000,5,12,78125,325764.0
403901,0.000000,5,32,78125,325776.0
403933,0.000000,1,18,78125,325808.0
403951,0.000000,7,6,78125,325826.0
403957,0.000000,1,12,78125,325832.0
403969,0.000000,1,10,78125,325844.0
403979,0.000000,11,2,78125,325854.0
403981,0.000000,1,12,78125,325856.0
403993,0.000000,1,16,78125,325868.0
404009,0.000000,5,2,78125,325884.0
404011,0.000000,7,6,78125,325886.0
404017,0.000000,1,4,78125,325892.0
404021,0.000000,5,8,78125,325896.0
404029,0.000000,1,22,78125,325904.0
404051,0.000000,11,30,78125,325926.0
404081,0.000000,5,18,78125,325956.0
404099,0.000000,11,14,78125,325974.0
404113,0.000000,1,6,78125,325988.0
404119,0.000000,7,4,78125,325994.0
404123,0.000000,11,38,78125,325998.0
404161,0.000000,1,6,78125,326036.0
404167,0.000000,7,10,78125,326042.0
404177,0.000000,5,12,78125,326052.0
404189,0.000000,5,2,78125,326064.0
404191,0.000000,7,6,78125,326066.0
404197,0.000000,1,16,78125,326072.0
404213,0.000000,5,8,78125,326088.0
404221,0.000000,1,28,78125,326096.0
404249,0.000000,5,2,78125,326124.0
404251,0.000000,7,16,78125,326126.0
404267,0.000000,11,2,78125,326142.0
404269,0.000000,1,4,78125,326144.0
404273,0.000000,5,18,78125,326148.0
404291,0.000000,11,18,78125,326166.0
404309,0.000000,5,12,78125,326184.0
404321,0.000000,5,2,78125,326196.0
404323,0.000000,7,34,78125,326198.0
404357,0.000000,5,24,78125,326232.0
404381,0.000000,5,6,78125,326256.0
404387,0.000000,11,2,78125,326262.0
404389,0.000000,1,10,78125,326264.0
404399,0.000000,11,20,78125,326274.0
404419,0.000000,7,4,78125,326294.0
404423,0.000000,11,6,78125,326298.0
404429,0.000000,5,2,78125,326304.0
404431,0.000000,7,18,78125,326306.0
404449,0.000000,1,12,78125,326324.0
404461,0.000000,1,22,78125,326336.0
404483,0.000000,11,6,78125,326358.0
404489,0.000000,5,8,78125,326364.0
404497,0.000000,1,10,78125,326372.0
404507,0.000000,11,6,78125,326382.0
404513,0.000000,5,14,78125,326388.0
404527,0.000000,7,4,78125,326402.0
404531,0.000000,11,2,78125,326406.0
404533,0.000000,1,6,78125,326408.0
404539,0.000000,7,18,78125,326414.0
404557,0.000000,1,40,78125,326432.0
404597,0.000000,5,74,78125,326472.0
404671,0.000000,7,22,78125,326546.0
404693,0.000000,5,6,78125,326568.0
404699,0.000000,11,14,78125,326574.0
404713,0.000000,1,60,78125,326588.0
404773,0.000000,1,6,78125,326648.0
404779,0.000000,7,4,78125,326654.0
404783,0.000000,11,36,78125,326658.0
404819,0.000000,11,8,78125,326694.0
404827,0.000000,7,10,78125,326702.0
404837,0.000000,5,6,78125,326712.0
404843,0.000000,11,6,78125,326718.0
404849,0.000000,5,2,78125,326724.0
404851,0.000000,7,90,78125,326726.0
404941,0.000000,1,10,78125,326816.0
404951,0.000000,11,8,78125,326826.0
404959,0.000000,7,10,78125,326834.0
404969,0.000000,5,8,78125,326844.0
404977,0.000000,1,4,78125,326852.0
404981,0.000000,5,2,78125,326856.0
404983,0.000000,7,18,78125,326858.0
405001,0.000000,1,10,78125,326876.0
405011,0.000000,11,18,78125,326886.0
405029,0.000000,5,8,78125,326904.0
405037,0.000000,1,10,78125,326912.0
405047,0.000000,11,2,78125,326922.0
405049,0.000000,1,22,78125,326924.0
405071,0.000000,11,2,78125,326946.0
405073,0.000000,1,16,78125,326948.0
405089,0.000000,5,2,78125,326964.0
405091,0.000000,7,52,78125,326966.0
405143,0.000000,11,14,78125,327018.0
405157,0.000000,1,22,78125,327032.0
405179,0.000000,11,20,78125,327054.0
405199,0.000000,7,12,78125,327074.0
405211,0.000000,7,10,78125,327086.0
405221,0.000000,5,6,78125,327096.0
405227,0.000000,11,12,78125,327102.0
405239,0.000000,11,2,78125,327114.0
405241,0.000000,1,6,78125,327116.0
405247,0.000000,7,6,78125,327122.0
405253,0.000000,1,16,78125,327128.0
405269,0.000000,5,8,78125,327144.0
405277,0.000000,1,10,78125,327152.0
405287,0.000000,11,12,78125,327162.0
405299,0.000000,11,24,78125,327174.0
405323,0.000000,11,18,78125,327198.0
405341,0.000000,5,2,78125,327216.0
405343,0.000000,7,4,78125,327218.0
405347,0.000000,11,26,78125,327222.0
405373,0.000000,1,28,78125,327248.0
405401,0.000000,5,6,78125,327276.0
405407,0.000000,11,6,78125,327282.0
405413,0.000000,5,24,78125,327288.0
405437,0.000000,5,2,78125,327312.0
405439,0.000000,7,34,78125,327314.0
405473,0.000000,5,14,78125,327348.0
405487,0.000000,7,4,78125,327362.0
405491,0.000000,11,6,78125,327366.0
405497,0.000000,5,2,78125,327372.0
405499,0.000000,7,22,78125,327374.0
405521,0.000000,5,6,78125,327396.0
405527,0.000000,11,2,78125,327402.0
405529,0.000000,1,12,78125,327404.0
405541,0.000000,1,12,78125,327416.0
405553,0.000000,1,24,78125,327428.0
405577,0.000000,1,22,78125,327452.0
405599,0.000000,11,8,78125,327474.0
405607,0.000000,7,4,78125,327482.0
405611,0.000000,11,30,78125,327486.0
405641,0.000000,5,18,78125,327516.0
405659,0.000000,11,8,78125,327534.0
405667,0.000000,7,10,78125,327542.0
405677,0.000000,5,2,78125,327552.0
405679,0.000000,7,4,78125,327554.0
405683,0.000000,11,6,78125,327558.0
405689,0.000000,5,12,78125,327564.0
405701,0.000000,5,2,78125,327576.0
405703,0.000000,7,6,78125,327578.0
405709,0.000000,1,10,78125,327584.0
405719,0.000000,11,12,78125,327594.0
405731,0.000000,11,18,78125,327606.0
405749,0.000000,5,14,78125,327624.0
405763,0.000000,7,4,78125,327638.0
405767,0.000000,11,14,78125,327642.0
405781,0.000000,1,18,78125,327656.0
405799,0.000000,7,18,78125,327674.0
405817,0.000000,1,10,78125,327692.0
405827,0.000000,11,2,78125,327702.0
405829,0.000000,1,28,78125,327704.0
405857,0.000000,5,6,78125,327732.0
405863,0.000000,11,6,78125,327738.0
405869,0.000000,5,2,78125,327744.0
405871,0.000000,7,22,78125,327746.0
405893,0.000000,5,8,78125,327768.0
405901,0.000000,1,16,78125,327776.0
405917,0.000000,5,30,78125,327792.0
405947,0.000000,11,2,78125,327822.0
405949,0.000000,1,10,78125,327824.0
405959,0.000000,11,8,78125,327834.0
405967,0.000000,7,22,78125,327842.0
405989,0.000000,5,2,78125,327864.0
405991,0.000000,7,6,78125,327866.0
405997,0.000000,1,16,78125,327872.0
406013,0.000000,5,14,78125,327888.0
406027,0.000000,7,10,78125,327902.0
406037,0.000000,5,30,78125,327912.0
406067,0.000000,11,6,78125,327942.0
406073,0.000000,5,20,78125,327948.0
406093,0.000000,1,24,78125,327968.0
406117,0.000000,1,6,78125,327992.0
406123,0.000000,7,46,78125,327998.0
406169,0.000000,5,2,78125,328044.0
406171,0.000000,7,6,78125,328046.0
406177,0.000000,1,6,78125,328052.0
406183,0.000000,7,24,78125,328058.0
406207,0.000000,7,40,78125,328082.0
406247,0.000000,11,6,78125,328122.0
406253,0.000000,5,14,78125,328128.0
406267,0.000000,7,4,78125,328142.0
406271,0.000000,11,38,78125,328146.0
406309,0.000000,1,4,78125,328184.0
406313,0.000000,5,14,78125,328188.0
406327,0.000000,7,4,78125,328202.0
406331,0.000000,11,8,78125,328206.0
406339,0.000000,7,10,78125,328214.0
406349,0.000000,5,12,78125,328224.0
406361,0.000000,5,20,78125,328236.0
406381,0.000000,1,16,78125,328256.0
406397,0.000000,5,6,78125,328272.0
406403,0.000000,11,20,78125,328278.0
406423,0.000000,7,24,78125,328298.0
406447,0.000000,7,34,78125,328322.0
406481,0.000000,5,18,78125,328356.0
406499,0.000000,11,2,78125,328374.0
406501,0.000000,1,6,78125,328376.0
406507,0.000000,7,6,78125,328382.0
406513,0.000000,1,4,78125,328388.0
406517,0.000000,5,14,78125,328392.0
406531,0.000000,7,16,78125,328406.0
406547,0.000000,11,12,78125,328422.0
406559,0.000000,11,2,78125,328434.0
406561,0.000000,1,12,78125,328436.0
406573,0.000000,1,4,78125,328448.0
406577,0.000000,5,2,78125,328452.0
406579,0.000000,7,4,78125,328454.0
406583,0.000000,11,8,78125,328458.0
406591,0.000000,7,40,78125,328466.0
406631,0.000000,11,2,78125,328506.0
406633,0.000000,1,16,78125,328508.0
406649,0.000000,5,12,78125,328524.0
406661,0.000000,5,12,78125,328536.0
406673,0.000000,5,24,78125,328548.0
406697,0.000000,5,2,78125,328572.0
406699,0.000000,7,18,78125,328574.0
406717,0.000000,1,12,78125,328592.0
406729,0.000000,1,10,78125,328604.0
406739,0.000000,11,50,78125,328614.0
406789,0.000000,1,18,78125,328664.0
406807,0.000000,7,4,78125,328682.0
406811,0.000000,11,6,78125,328686.0
406817,0.000000,5,20,78125,328692.0
406837,0.000000,1,22,78125,328712.0
406859,0.000000,11,14,78125,328734.0
406873,0.000000,1,10,78125,328748.0
406883,0.000000,11,24,78125,328758.0
406907,0.000000,11,44,78125,328782.0
406951,0.000000,7,18,78125,328826.0
406969,0.000000,1,12,78125,328844.0
406981,0.000000,1,12,78125,328856.0
406993,0.000000,1,30,78125,328868.0
407023,0.000000,7,24,78125,328898.0
407047,0.000000,7,12,78125,328922.0
407059,0.000000,7,24,78125,328934.0
407083,0.000000,7,36,78125,328958.0
407119,0.000000,7,18,78125,328994.0
407137,0.000000,1,12,78125,329012.0
407149,0.000000,1,4,78125,329024.0
407153,0.000000,5,24,78125,329028.0
407177,0.000000,5,2,78125,329052.0
407179,0.000000,7,12,78125,329054.0
407191,0.000000,7,12,78125,329066.0
407203,0.000000,7,4,78125,329078.0
407207,0.000000,11,12,78125,329082.0
407219,0.000000,11,2,78125,329094.0
407221,0.000000,1,12,78125,329096.0
407233,0.000000,1,16,78125,329108.0
407249,0.000000,5,8,78125,329124.0
407257,0.000000,1,6,78125,329132.0
407263,0.000000,7,10,78125,329138.0
407273,0.000000,5,14,78125,329148.0
407287,0.000000,7,4,78125,329162.0
407291,0.000000,11,8,78125,329166.0
407299,0.000000,7,12,78125,329174.0
407311,0.000000,7,6,78125,329186.0
407317,0.000000,1,4,78125,329192.0
407321,0.000000,5,26,78125,329196.0
407347,0.000000,7,10,78125,329222.0
407357,0.000000,5,2,78125,329232.0
407359,0.000000,7,10,78125,329234.0
407369,0.000000,5,8,78125,329244.0
407377,0.000000,1,6,78125,329252.0
407383,0.000000,7,18,78125,329258.0
407401,0.000000,1,36,78125,329276.0
407437,0.000000,1,34,78125,329312.0
407471,0.000000,11,12,78125,329346.0
407483,0.000000,11,6,78125,329358.0
407489,0.000000,5,12,78125,329364.0
407501,0.000000,5,2,78125,329376.0
407503,0.000000,7,6,78125,329378.0
407509,0.000000,1,12,78125,329384.0
407521,0.000000,1,6,78125,329396.0
407527,0.000000,7,40,78125,329402.0
407567,0.000000,11,6,78125,329442.0
407573,0.000000,5,6,78125,329448.0
407579,0.000000,11,8,78125,329454.0
407587,0.000000,7,12,78125,329462.0
407599,0.000000,7,22,78125,329474.0
407621,0.000000,5,12,78125,329496.0
407633,0.000000,5,6,78125,329508.0
407639,0.000000,11,12,78125,329514.0
407651,0.000000,11,6,78125,329526.0
407657,0.000000,5,12,78125,329532.0
407669,0.000000,5,30,78125,329544.0
407699,0.000000,11,8,78125,329574.0
407707,0.000000,7,6,78125,329582.0
407713,0.000000,1,4,78125,329588.0
407717,0.000000,5,6,78125,329592.0
407723,0.000000,11,18,78125,329598.0
407741,0.000000,5,6,78125,329616.0
407747,0.000000,11,36,78125,329622.0
407783,0.000000,11,6,78125,329658.0
407789,0.000000,5,2,78125,329664.0
407791,0.000000,7,10,78125,329666.0
407801,0.000000,5,6,78125,329676.0
407807,0.000000,11,14,78125,329682.0
407821,0.000000,1,12,78125,329696.0
407833,0.000000,1,10,78125,329708.0
407843,0.000000,11,14,78125,329718.0
407857,0.000000,1,4,78125,329732.0
407861,0.000000,5,18,78125,329736.0
407879,0.000000,11,14,78125,329754.0
407893,0.000000,1,6,78125,329768.0
407899,0.000000,7,18,78125,329774.0
407917,0.000000,1,6,78125,329792.0
407923,0.000000,7,24,78125,329798.0
407947,0.000000,7,12,78125,329822.0
407959,0.000000,7,10,78125,329834.0
407969,0.000000,5,2,78125,329844.0
407971,0.000000,7,6,78125,329846.0
407977,0.000000,1,16,78125,329852.0
407993,0.000000,5,18,78125,329868.0
408011,0.000000,11,8,78125,329886.0
408019,0.000000,7,22,78125,329894.0
408041,0.000000,5,8,78125,329916.0
408049,0.000000,1,22,78125,329924.0
408071,0.000000,11,6,78125,329946.0
408077,0.000000,5,14,78125,329952.0
408091,0.000000,7,36,78125,329966.0
408127,0.000000,7,4,78125,330002.0
408131,0.000000,11,6,78125,330006.0
408137,0.000000,5,32,78125,330012.0
408169,0.000000,1,4,78125,330044.0
408173,0.000000,5,24,78125,330048.0
408197,0.000000,5,6,78125,330072.0
408203,0.000000,11,6,78125,330078.0
408209,0.000000,5,2,78125,330084.0
408211,0.000000,7,6,78125,330086.0
408217,0.000000,1,6,78125,330092.0
408223,0.000000,7,6,78125,330098.0
408229,0.000000,1,12,78125,330104.0
408241,0.000000,1,10,78125,330116.0
408251,0.000000,11,12,78125,330126.0
408263,0.000000,11,8,78125,330138.0
408271,0.000000,7,12,78125,330146.0
408283,0.000000,7,28,78125,330158.0
408311,0.000000,11,26,78125,330186.0
408337,0.000000,1,4,78125,330212.0
408341,0.000000,5,6,78125,330216.0
408347,0.000000,11,14,78125,330222.0
408361,0.000000,1,18,78125,330236.0
408379,0.000000,7,10,78125,330254.0
408389,0.000000,5,14,78125,330264.0
408403,0.000000,7,10,78125,330278.0
408413,0.000000,5,14,78125,330288.0
408427,0.000000,7,4,78125,330302.0
408431,0.000000,11,2,78125,330306.0
408433,0.000000,1,4,78125,330308.0
408437,0.000000,5,24,78125,330312.0
408461,0.000000,5,8,78125,330336.0
408469,0.000000,1,10,78125,330344.0
408479,0.000000,11,12,78125,330354.0
408491,0.000000,11,6,78125,330366.0
408497,0.000000,5,36,78125,330372.0
408533,0.000000,5,6,78125,330408.0
408539,0.000000,11,14,78125,330414.0
408553,0.000000,1,10,78125,330428.0
408563,0.000000,11,44,78125,330438.0
408607,0.000000,7,16,78125,330482.0
408623,0.000000,11,8,78125,330498.0
408631,0.000000,7,6,78125,330506.0
408637,0.000000,1,6,78125,330512.0
408643,0.000000,7,16,78125,330518.0
408659,0.000000,11,18,78125,330534.0
408677,0.000000,5,12,78125,330552.0
408689,0.000000,5,2,78125,330564.0
408691,0.000000,7,10,78125,330566.0
408701,0.000000,5,2,78125,330576.0
408703,0.000000,7,10,78125,330578.0
408713,0.000000,5,6,78125,330588.0
408719,0.000000,11,24,78125,330594.0
408743,0.000000,11,20,78125,330618.0
408763,0.000000,7,6,78125,330638.0
408769,0.000000,1,4,78125,330644.0
408773,0.000000,5,14,78125,330648.0
408787,0.000000,7,16,78125,330662.0
408803,0.000000,11,6,78125,330678.0
408809,0.000000,5,8,78125,330684.0
408817,0.000000,1,24,78125,330692.0
408841,0.000000,1,16,78125,330716.0
408857,0.000000,5,12,78125,330732.0
408869,0.000000,5,42,78125,330744.0
408911,0.000000,11,2,78125,330786.0
408913,0.000000,1,10,78125,330788.0
408923,0.000000,11,20,78125,330798.0
408943,0.000000,7,10,78125,330818.0
408953,0.000000,5,6,78125,330828.0
408959,0.000000,11,12,78125,330834.0
408971,0.000000,11,8,78125,330846.0
408979,0.000000,7,18,78125,330854.0
408997,0.000000,1,10,78125,330872.0
409007,0.000000,11,14,78125,330882.0
409021,0.000000,1,6,78125,330896.0
409027,0.000000,7,6,78125,330902.0
409033,0.000000,1,10,78125,330908.0
409043,0.000000,11,20,78125,330918.0
409063,0.000000,7,6,78125,330938.0
409069,0.000000,1,12,78125,330944.0
409081,0.000000,1,18,78125,330956.0
409099,0.000000,7,22,78125,330974.0
409121,0.000000,5,32,78125,330996.0
409153,0.000000,1,10,78125,331028.0
409163,0.000000,11,14,78125,331038.0
409177,0.000000,1,10,78125,331052.0
409187,0.000000,11,30,78125,331062.0
409217,0.000000,5,20,78125,331092.0
409237,0.000000,1,22,78125,331112.0
409259,0.000000,11,2,78125,331134.0
409261,0.000000,1,6,78125,331136.0
409267,0.000000,7,4,78125,331142.0
409271,0.000000,11,18,78125,331146.0
409289,0.000000,5,2,78125,331164.0
409291,0.000000,7,36,78125,331166.0
409327,0.000000,7,6,78125,331202.0
409333,0.000000,1,4,78125,331208.0
409337,0.000000,5,12,78125,331212.0
409349,0.000000,5,2,78125,331224.0
409351,0.000000,7,18,78125,331226.0
409369,0.000000,1,10,78125,331244.0
409379,0.000000,11,12,78125,331254.0
409391,0.000000,11,6,78125,331266.0
409397,0.000000,5,32,78125,331272.0
409429,0.000000,1,4,78125,331304.0
409433,0.000000,5,8,78125,331308.0
409441,0.000000,1,22,78125,331316.0
409463,0.000000,11,8,78125,331338.0
409471,0.000000,7,6,78125,331346.0
409477,0.000000,1,6,78125,331352.0
409483,0.000000,7,16,78125,331358.0
409499,0.000000,11,18,78125,331374.0
409517,0.000000,5,6,78125,331392.0
409523,0.000000,11,6,78125,331398.0
409529,0.000000,5,14,78125,331404.0
409543,0.000000,7,30,78125,331418.0
409573,0.000000,1,6,78125,331448.0
409579,0.000000,7,10,78125,331454.0
409589,0.000000,5,8,78125,331464.0
409597,0.000000,1,12,78125,331472.0
409609,0.000000,1,30,78125,331484.0
409639,0.000000,7,18,78125,331514.0
409657,0.000000,1,34,78125,331532.0
409691,0.000000,11,2,78125,331566.0
409693,0.000000,1,16,78125,331568.0
409709,0.000000,5,2,78125,331584.0
409711,0.000000,7,12,78125,331586.0
409723,0.000000,7,6,78125,331598.0
409729,0.000000,1,4,78125,331604.0
409733,0.000000,5,20,78125,331608.0
409753,0.000000,1,16,78125,331628.0
409769,0.000000,5,8,78125,331644.0
409777,0.000000,1,4,78125,331652.0
409781,0.000000,5,32,78125,331656.0
409813,0.000000,1,4,78125,331688.0
409817,0.000000,5,6,78125,331692.0
409823,0.000000,11,8,78125,331698.0
409831,0.000000,7,10,78125,331706.0
409841,0.000000,5,20,78125,331716.0
409861,0.000000,1,6,78125,331736.0
409867,0.000000,7,12,78125,331742.0
409879,0.000000,7,10,78125,331754.0
